MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,70.04995836802665,9819,0.6666666666666666,1.0,1.0,0.5,11,2,1.0,2,6,5,1977,1,7,2,0.0,0.5,0.5,2,0.6,0.6,1.0,0.8333333333333334,1567,0,0,1,0.5,1,4,1567,0,1567,1,0,2,0,2,1,0.75,5,1.0,2,0.6,2,1977.0,0.6666666666666666,2,714,0.6,0.6,1.0,264,32,0,0,0.7348754448398577,0,5,2009,8,1.0,196000
20,60.0,7350,1.0,1.0,0.75,1.0,12,2,1.0,2,5,7,1951,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.5,0.8333333333333334,852,0,100,1,0.5,1,4,952,0,952,1,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,6,1988.0,0.3333333333333333,2,840,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,6,2008,0,0.75,139000
60,70.04995836802665,10304,0.6666666666666666,1.0,0.5,1.0,14,4,1.0,5,5,7,1976,1,10,1,44.0,0.5,0.75,1,0.6,0.6,0.25,0.8333333333333334,381,0,399,1,1.0,1,4,1088,780,1868,1,0,2,1,4,1,0.75,9,1.0,1,0.6,2,1976.0,0.3333333333333333,2,484,0.6,0.6,1.0,448,96,0,0,0.7348754448398577,0,10,2009,8,1.0,197500
60,77.0,9965,1.0,1.0,1.0,1.0,5,2,1.0,5,8,5,2007,3,13,3,340.0,0.75,0.5,2,1.0,0.6,1.0,1.0,1150,0,316,1,1.0,1,4,1466,1362,2828,1,0,3,0,4,1,0.75,11,1.0,1,0.6,4,2006.0,0.6666666666666666,3,1052,0.6,0.6,1.0,125,144,0,0,0.7348754448398577,0,4,2007,6,0.0,424870
20,70.04995836802665,9000,1.0,1.0,1.0,1.0,19,2,1.0,2,5,3,1959,1,10,2,0.0,0.5,0.5,1,0.6,0.6,0.25,1.0,288,0,718,1,0.5,1,4,1006,0,1006,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,1.0,0,24,0,0,0.7348754448398577,0,7,2008,8,1.0,80000
50,52.0,6240,1.0,1.0,1.0,1.0,3,2,1.0,0,5,6,1950,1,8,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,1042,1,1.0,1,4,1042,534,1576,0,0,1,0,3,1,0.5,8,1.0,1,0.8,6,1928.0,0.3333333333333333,1,225,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,8,2006,8,0.25,149000
20,70.04995836802665,11200,1.0,1.0,1.0,1.0,20,2,1.0,2,6,5,1985,1,15,1,85.0,0.75,0.5,1,0.8,0.6,0.25,1.0,1258,0,40,1,0.5,1,4,1298,0,1298,1,0,2,0,3,1,0.75,5,1.0,1,0.6,2,1985.0,0.3333333333333333,2,403,0.6,0.6,1.0,165,26,0,0,0.7348754448398577,0,5,2006,8,1.0,180000
70,75.0,12000,1.0,0.6666666666666666,1.0,1.0,6,2,1.0,5,7,7,1950,1,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,275,0,429,1,1.0,1,4,860,704,1564,0,0,1,1,3,1,0.25,7,1.0,1,0.8,2,1941.0,0.3333333333333333,1,234,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,7,2009,8,1.0,174500
50,70.04995836802665,5700,1.0,1.0,1.0,1.0,17,2,1.0,0,7,7,1950,1,14,2,0.0,0.5,0.5,2,0.6,0.6,0.25,0.16666666666666666,0,0,572,1,0.5,1,4,572,539,1111,0,0,1,0,2,1,0.5,5,1.0,1,0.8,6,1982.0,0.3333333333333333,1,288,0.6,0.6,1.0,0,0,176,0,0.7348754448398577,0,8,2008,8,1.0,116900
70,50.0,9000,1.0,1.0,1.0,1.0,17,0,1.0,5,7,9,1988,3,13,2,0.0,0.5,0.75,2,0.6,0.6,0.25,0.8333333333333334,624,0,26,1,1.0,1,4,832,650,1482,0,1,1,0,3,1,0.5,7,1.0,0,0.6922077922077988,6,1930.0,0.3333333333333333,2,324,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,7,2009,8,1.0,143000
20,57.0,8280,0.6666666666666666,1.0,1.0,1.0,12,2,1.0,2,6,5,1950,1,3,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,932,1,1.0,1,0,932,0,932,0,0,1,0,2,1,0.75,4,1.0,1,0.8,2,1950.0,0.3333333333333333,1,306,0.6,0.6,1.0,0,0,214,0,1.0,0,11,2007,8,1.0,124000
20,134.0,17755,1.0,1.0,1.0,1.0,7,2,1.0,2,5,4,1959,1,10,1,132.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,176,0,1290,1,0.5,1,4,1466,0,1466,0,0,1,1,3,1,0.25,6,1.0,2,0.8,2,1959.0,1.0,2,528,0.6,0.6,1.0,0,140,0,100,0.7348754448398577,0,11,2006,8,1.0,149900
30,70.04995836802665,5890,1.0,1.0,0.75,1.0,9,2,1.0,2,6,8,2007,1,14,2,0.0,0.75,0.75,0,0.6,0.6,0.75,0.8333333333333334,538,0,278,1,1.0,1,4,816,0,816,0,0,1,0,2,1,0.5,5,1.0,0,0.6922077922077988,6,2002.0,0.3333333333333333,1,432,0.6,0.6,1.0,0,0,96,0,0.7348754448398577,0,6,2008,8,1.0,120500
60,70.04995836802665,13700,0.6666666666666666,1.0,1.0,1.0,12,2,1.0,5,7,6,1988,1,13,3,288.0,0.5,0.5,1,0.6,0.6,1.0,0.8333333333333334,454,0,410,1,0.5,1,4,902,918,1820,0,0,1,2,4,1,0.75,8,1.0,2,0.8,2,1965.0,0.3333333333333333,2,492,0.6,0.6,1.0,60,84,0,273,1.0,0,5,2008,8,1.0,201800
20,90.0,10768,0.6666666666666666,1.0,0.75,1.0,24,2,1.0,2,5,8,2004,1,10,2,0.0,0.75,0.75,1,0.8,0.6,1.0,0.8333333333333334,1157,0,280,1,0.5,1,4,1437,0,1437,1,0,2,0,3,1,0.75,6,1.0,1,0.4,2,1976.0,0.6666666666666666,2,528,0.6,0.6,1.0,0,21,0,180,0.7348754448398577,0,7,2007,8,1.0,218000
80,85.0,9350,1.0,1.0,1.0,1.0,12,2,1.0,7,5,8,1999,1,3,2,0.0,0.5,0.75,2,0.6,0.6,1.0,0.8333333333333334,633,0,586,1,0.75,1,4,1265,0,1265,0,1,2,0,3,1,0.75,6,1.0,1,0.8,2,1965.0,0.6666666666666666,2,502,0.6,0.6,1.0,0,92,0,0,0.75,0,10,2008,8,1.0,179900
120,34.0,5001,0.6666666666666666,1.0,1.0,1.0,16,2,0.9359070464767616,2,7,5,2008,1,13,3,166.0,0.75,0.5,2,0.8,0.6,0.25,1.0,904,0,410,1,1.0,1,4,1314,0,1314,1,0,2,0,2,1,0.75,6,1.0,1,0.8,2,2008.0,0.6666666666666666,2,626,0.6,0.6,1.0,172,62,0,0,0.7348754448398577,0,7,2009,8,1.0,230000
20,92.0,11932,1.0,1.0,0.25,1.0,21,1,1.0,2,8,5,2008,1,13,3,186.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1580,1,1.0,1,4,1580,0,1580,0,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2008.0,0.6666666666666666,3,830,0.6,0.6,1.0,0,24,0,0,0.7348754448398577,0,6,2008,3,0.0,235128
60,76.0,9120,1.0,1.0,1.0,1.0,14,2,1.0,5,6,6,1974,3,6,1,270.0,0.75,0.5,1,0.6,0.6,0.25,0.8333333333333334,442,0,459,1,0.5,1,4,943,933,1876,0,0,2,1,4,1,0.75,8,1.0,1,0.6,2,1974.0,0.6666666666666666,2,540,0.8,0.6,1.0,0,69,0,0,0.7348754448398577,0,7,2008,8,1.0,185000
160,24.0,2280,1.0,1.0,1.0,1.0,13,2,0.9359070464767616,5,6,5,1978,1,2,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.8333333333333334,311,0,544,1,0.25,1,4,855,601,1456,0,0,2,1,3,1,0.5,7,1.0,1,0.6,2,1978.0,0.3333333333333333,2,440,0.6,0.6,1.0,26,0,0,0,0.7348754448398577,0,7,2010,8,1.0,146000
20,109.0,8724,1.0,1.0,1.0,1.0,19,2,1.0,2,5,5,1968,1,13,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.6666666666666666,492,0,402,1,0.75,1,4,894,0,894,0,0,1,0,3,1,0.5,5,1.0,1,0.2,2,1968.0,1.0,2,450,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,5,2007,8,1.0,129000
90,60.0,12900,1.0,1.0,1.0,1.0,19,1,0.9359070464767616,6,4,4,1969,1,10,2,0.0,0.5,0.5,1,0.8,0.6,0.75,1.0,1198,0,0,1,0.5,1,4,1258,0,1258,2,0,0,2,0,2,0.5,6,1.0,0,0.6922077922077988,5,1969.0,0.3333333333333333,2,400,0.4,0.6,1.0,120,0,0,0,0.7348754448398577,0,1,2008,8,0.5,108959
80,70.04995836802665,16157,0.6666666666666666,1.0,0.25,1.0,24,1,1.0,7,5,7,1978,1,10,2,0.0,0.5,0.5,2,0.8,0.6,1.0,0.8333333333333334,680,391,289,1,1.0,1,4,1432,0,1432,1,0,1,1,2,1,0.75,5,1.0,1,0.6,2,1978.0,0.3333333333333333,2,588,0.6,0.6,1.0,168,180,0,0,0.7348754448398577,0,6,2007,8,1.0,194000
20,79.0,9541,0.6666666666666666,1.0,1.0,1.0,16,2,1.0,2,7,5,2009,1,13,3,268.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1502,1,1.0,1,4,1502,0,1502,0,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2009.0,0.6666666666666666,2,644,0.6,0.6,1.0,0,114,0,0,0.7348754448398577,0,9,2009,6,0.0,233170
20,64.0,10475,0.6666666666666666,1.0,0.75,1.0,5,2,1.0,2,8,5,2008,1,13,3,72.0,0.75,0.5,2,0.8,0.6,0.75,0.16666666666666666,0,0,1694,1,1.0,1,4,1694,0,1694,0,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2008.0,0.6666666666666666,3,776,0.6,0.6,1.0,160,33,0,0,0.7348754448398577,0,2,2010,8,1.0,245350
60,58.0,10852,0.6666666666666666,1.0,1.0,1.0,8,6,1.0,5,6,5,2000,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.25,1.0,786,0,173,1,1.0,1,4,959,712,1671,1,0,2,1,3,1,0.5,7,1.0,1,0.6,2,2000.0,1.0,2,472,0.6,0.6,1.0,0,38,0,0,0.7348754448398577,0,2,2006,8,1.0,173000
70,120.0,13728,1.0,1.0,0.75,1.0,7,2,1.0,5,6,7,1986,3,12,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,626,0,501,1,1.0,1,4,1236,872,2108,0,0,2,0,4,1,0.75,7,1.0,2,0.6,3,1935.0,0.3333333333333333,2,540,0.6,0.6,1.0,0,0,0,90,0.7348754448398577,0,7,2008,8,1.0,235000
20,76.0,9120,1.0,1.0,1.0,1.0,12,2,1.0,2,6,6,1958,3,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,662,0,599,1,1.0,1,4,1261,0,1261,1,0,1,0,3,1,0.5,6,1.0,1,0.6,2,1958.0,0.6666666666666666,2,433,0.6,0.6,1.0,0,0,0,288,0.7348754448398577,1400,11,2008,8,1.0,163000
160,35.0,4017,0.6666666666666666,1.0,1.0,1.0,21,2,0.25,5,7,5,2007,1,8,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,625,1,1.0,1,4,625,625,1250,0,0,2,1,2,1,0.75,5,1.0,0,0.6922077922077988,6,2006.0,1.0,2,625,0.6,0.6,1.0,0,54,0,0,0.7348754448398577,0,3,2008,8,1.0,171900
70,80.0,16560,0.6666666666666666,1.0,1.0,1.0,6,2,1.0,5,6,8,1950,1,14,2,0.0,0.5,0.5,0,0.8,0.6,0.25,0.5,503,0,449,1,0.5,1,4,1170,1175,2345,0,0,2,1,4,1,0.5,9,1.0,1,0.8,6,1932.0,0.3333333333333333,2,360,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,7,2006,8,1.0,239000
50,85.0,10678,1.0,1.0,1.0,1.0,15,2,1.0,0,8,5,2000,3,6,1,337.0,0.75,0.5,2,0.8,0.6,0.25,1.0,700,0,983,1,1.0,1,4,2129,743,2872,0,0,2,1,4,1,0.75,9,1.0,1,0.6,2,1992.0,1.0,2,541,0.6,0.6,1.0,0,33,0,0,0.7348754448398577,0,4,2007,8,1.0,285000
20,37.0,6951,0.6666666666666666,1.0,0.5,1.0,11,2,1.0,2,5,5,1985,1,10,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,658,0,218,1,0.5,1,4,923,0,923,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1984.0,0.3333333333333333,1,264,0.6,0.6,1.0,362,0,0,0,0.75,0,10,2008,8,1.0,119500
50,70.04995836802665,3950,1.0,0.6666666666666666,1.0,1.0,17,0,1.0,0,6,8,2004,1,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,468,0,350,1,0.5,1,4,818,406,1224,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,6,1926.0,0.3333333333333333,1,210,0.6,0.6,0.0,0,0,116,0,0.7348754448398577,0,12,2009,8,1.0,115000
50,54.0,7681,0.6666666666666666,1.0,0.25,1.0,6,2,1.0,0,5,6,1950,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,731,1,1.0,1,4,820,523,1343,0,0,1,1,3,1,0.5,7,1.0,1,0.8,6,1921.0,0.3333333333333333,1,186,0.4,0.6,1.0,192,0,102,0,0.7348754448398577,0,7,2009,8,1.0,154900
20,77.0,8335,1.0,1.0,0.75,1.0,7,2,1.0,2,5,5,1954,1,14,2,0.0,0.5,0.5,3,0.7159522136331681,0.6022487702038073,0.4184247538677918,0.6063480908877932,0,0,0,1,0.75,1,4,1124,0,1124,0,0,1,0,3,1,0.5,5,0.7142857142857143,1,0.8,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,0.0,0,36,190,0,0.7348754448398577,0,4,2006,8,1.0,93000
60,70.04995836802665,11170,0.3333333333333333,1.0,0.75,1.0,23,2,1.0,5,7,5,1991,1,8,2,0.0,0.5,0.5,5,0.8,0.6,0.25,0.3333333333333333,1216,0,0,1,1.0,1,4,1298,1216,2514,0,0,2,1,4,1,0.5,8,1.0,0,0.6922077922077988,2,1990.0,1.0,2,693,0.6,0.6,1.0,0,0,0,0,1.0,0,4,2006,8,1.0,250000
30,60.0,10800,1.0,1.0,1.0,1.0,17,2,1.0,2,5,6,1950,3,12,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.5,821,0,299,1,1.0,1,4,1130,0,1130,1,0,1,0,2,1,0.5,5,1.0,1,0.8,6,1970.0,0.3333333333333333,2,720,0.6,0.6,1.0,229,0,0,0,0.7348754448398577,0,6,2006,8,1.0,120000
50,60.0,9738,1.0,1.0,1.0,1.0,7,2,1.0,0,5,7,1950,1,0,2,0.0,0.5,0.75,0,0.6,0.6,0.25,0.6666666666666666,392,0,392,1,0.75,1,4,949,272,1221,1,0,1,0,4,1,0.5,7,1.0,0,0.6922077922077988,2,1965.0,0.3333333333333333,1,392,0.6,0.6,1.0,0,0,236,0,0.7348754448398577,0,3,2006,8,1.0,104900
20,89.0,12461,1.0,1.0,0.75,1.0,15,2,1.0,2,8,5,1995,1,7,2,0.0,0.75,0.5,2,0.8,0.6,0.25,1.0,1456,0,168,1,1.0,1,4,1624,0,1624,1,0,2,0,2,1,0.75,5,1.0,1,0.4,2,1994.0,0.6666666666666666,3,757,0.6,0.6,1.0,0,114,192,0,1.0,0,7,2006,8,1.0,262000
60,68.0,8935,0.6666666666666666,1.0,1.0,1.0,5,2,1.0,5,7,5,2002,1,13,1,95.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,831,1,1.0,1,4,831,829,1660,0,0,2,1,3,1,0.75,7,1.0,0,0.6922077922077988,2,2002.0,0.6666666666666666,2,493,0.6,0.6,1.0,144,68,0,0,0.7348754448398577,0,7,2009,8,1.0,195000
60,60.0,7500,1.0,1.0,1.0,1.0,8,2,1.0,5,7,5,1999,1,13,2,0.0,0.5,0.5,2,0.6,0.6,0.25,0.16666666666666666,0,0,994,1,0.75,1,4,1028,776,1804,0,0,2,1,3,1,0.75,7,1.0,1,0.6,2,1999.0,1.0,2,442,0.6,0.6,1.0,140,60,0,0,0.7348754448398577,0,6,2010,8,1.0,189000
190,70.04995836802665,32463,1.0,0.0,1.0,0.5,11,2,0.9359070464767616,2,4,4,1975,1,8,3,149.0,0.5,0.75,1,0.6,0.6,0.75,0.6666666666666666,1159,0,90,1,1.0,1,4,1622,0,1622,1,0,1,0,3,1,0.5,7,1.0,1,0.6,1,1975.0,1.0,4,1356,0.6,0.6,1.0,439,0,0,0,0.7348754448398577,0,3,2007,8,1.0,168000
160,24.0,2645,1.0,1.0,1.0,1.0,21,2,0.9359070464767616,5,8,5,2000,1,8,1,456.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,776,1,1.0,1,4,764,677,1441,0,0,2,1,2,1,0.75,5,1.0,0,0.6922077922077988,6,1999.0,0.3333333333333333,2,492,0.6,0.6,1.0,206,0,0,0,0.7348754448398577,0,11,2007,8,1.0,174000
50,60.0,9600,1.0,1.0,1.0,1.0,17,2,1.0,0,5,8,1994,2,13,2,0.0,0.5,0.5,2,0.6,0.6,0.5,0.16666666666666666,0,0,702,1,0.75,1,4,842,630,1472,0,0,1,0,3,1,0.75,6,1.0,0,0.6922077922077988,6,1925.0,0.3333333333333333,1,250,0.6,0.4,0.5,0,0,84,0,0.5,0,7,2007,8,1.0,125000
120,70.04995836802665,4500,1.0,1.0,0.25,1.0,11,2,0.25,2,6,5,1999,3,13,1,425.0,0.5,0.5,2,1.0,0.6,0.25,1.0,883,0,341,1,1.0,1,4,1224,0,1224,1,0,2,0,2,1,0.5,5,1.0,0,0.6922077922077988,2,1999.0,1.0,2,402,0.6,0.6,1.0,0,304,0,0,0.7348754448398577,0,6,2009,8,1.0,165000
60,80.0,9364,1.0,1.0,0.75,1.0,19,2,1.0,5,6,7,1969,1,6,3,143.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,371,0,292,1,0.5,1,4,663,689,1352,0,0,1,1,4,1,0.5,7,1.0,0,0.6922077922077988,2,1969.0,1.0,1,299,0.6,0.6,1.0,379,36,0,0,0.75,0,3,2010,8,1.0,158000
60,51.0,8029,0.6666666666666666,1.0,1.0,1.0,8,2,1.0,5,6,5,2005,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,728,1,1.0,1,4,728,728,1456,0,0,2,1,3,1,0.75,8,1.0,0,0.6922077922077988,2,2005.0,1.0,2,400,0.6,0.6,1.0,100,24,0,0,0.7348754448398577,0,7,2008,8,1.0,176000
60,58.0,14054,0.6666666666666666,1.0,1.0,1.0,8,2,1.0,5,7,5,2006,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.75,0.16666666666666666,0,0,879,1,1.0,1,4,879,984,1863,0,0,2,1,4,1,0.75,9,1.0,1,0.8,4,2006.0,1.0,3,660,0.6,0.6,1.0,100,17,0,0,0.7348754448398577,0,11,2006,6,0.0,219210
20,70.0,9100,1.0,1.0,1.0,1.0,5,2,1.0,2,7,5,2001,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1212,1,1.0,1,4,1212,0,1212,0,0,2,0,3,1,0.75,6,1.0,0,0.6922077922077988,2,2001.0,0.6666666666666666,2,573,0.6,0.6,1.0,356,0,0,0,0.7348754448398577,0,6,2009,8,1.0,178000
20,75.0,11235,1.0,1.0,1.0,1.0,19,2,1.0,2,4,5,1979,1,6,1,51.0,0.5,0.5,1,0.6,0.6,0.25,0.5,547,0,504,1,0.75,1,4,1382,0,1382,0,0,1,1,3,1,0.5,6,1.0,1,0.2,2,1974.0,0.3333333333333333,2,459,0.6,0.6,1.0,0,82,0,0,0.7348754448398577,0,10,2006,8,1.0,148000
20,71.0,9353,1.0,1.0,1.0,1.0,12,2,1.0,2,4,5,1970,1,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,864,1,0.75,1,4,864,0,864,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1972.0,0.3333333333333333,1,280,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,7,2006,7,0.75,116050
60,80.0,10400,1.0,1.0,0.75,1.0,5,2,1.0,5,7,5,1998,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.75,0.16666666666666666,0,0,866,1,1.0,1,4,866,913,1779,0,0,2,1,3,1,0.75,6,1.0,0,0.6922077922077988,2,1998.0,0.6666666666666666,2,546,0.6,0.6,1.0,198,36,0,0,0.7348754448398577,0,3,2009,8,1.0,197900
50,50.0,6000,1.0,1.0,0.75,1.0,3,2,1.0,0,5,8,1997,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,884,1,1.0,1,4,884,464,1348,1,0,1,0,3,1,0.5,5,1.0,1,0.4,6,1960.0,0.3333333333333333,1,216,0.6,0.6,0.0,0,0,208,0,0.7348754448398577,0,5,2009,8,1.0,117000
20,75.0,9750,1.0,1.0,1.0,1.0,5,2,1.0,2,7,5,2001,1,13,1,171.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1630,1,1.0,1,4,1630,0,1630,0,0,2,0,3,1,0.75,6,1.0,1,0.6,2,2000.0,0.3333333333333333,2,451,0.6,0.6,1.0,74,234,0,0,0.7348754448398577,0,10,2009,8,1.0,213000
20,78.0,10140,1.0,1.0,1.0,1.0,14,2,1.0,2,5,6,1975,1,6,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.8333333333333334,788,0,268,1,1.0,1,4,1074,0,1074,1,0,1,1,3,1,0.5,6,1.0,0,0.6922077922077988,2,1975.0,0.6666666666666666,2,495,0.6,0.6,1.0,0,88,0,0,0.75,0,7,2006,8,1.0,153500
20,90.0,14684,0.6666666666666666,1.0,0.5,1.0,20,2,1.0,2,7,7,1991,3,6,1,234.0,0.75,0.5,1,0.8,0.6,0.5,0.8333333333333334,485,177,1496,1,0.75,1,4,2196,0,2196,0,0,2,0,3,1,0.75,7,1.0,1,0.6,2,1990.0,0.6666666666666666,3,701,0.6,0.6,1.0,84,70,0,0,0.7348754448398577,0,6,2009,8,1.0,271900
20,70.04995836802665,8900,1.0,1.0,1.0,1.0,20,2,1.0,2,4,4,1966,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,1056,0,0,1,0.5,1,4,1056,0,1056,1,0,1,0,2,1,0.5,5,1.0,0,0.6922077922077988,6,1966.0,0.3333333333333333,1,384,0.6,0.6,1.0,0,42,0,0,0.75,0,11,2006,8,1.0,107000
20,70.0,9135,1.0,1.0,1.0,1.0,5,2,1.0,2,6,5,2003,1,13,1,120.0,0.75,0.5,2,0.8,0.6,0.75,1.0,340,0,1342,1,1.0,1,4,1700,0,1700,1,0,2,0,3,1,0.75,7,1.0,0,0.6922077922077988,2,2003.0,0.6666666666666666,2,544,0.6,0.6,1.0,192,23,0,0,0.7348754448398577,0,5,2006,8,1.0,200000
20,70.0,7763,1.0,1.0,1.0,1.0,12,2,1.0,2,5,7,1980,1,8,2,0.0,0.5,0.75,1,0.6,0.6,0.25,0.5,504,108,319,1,0.5,1,4,1283,0,1283,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,6,1980.0,0.3333333333333333,2,506,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,10,2008,8,1.0,140000
60,70.0,11218,1.0,1.0,1.0,1.0,20,2,1.0,5,6,5,1992,1,14,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1055,1,1.0,1,4,1055,790,1845,0,0,2,1,3,1,0.75,8,1.0,1,0.6,2,1992.0,0.6666666666666666,2,462,0.6,0.6,1.0,635,104,0,0,1.0,400,5,2010,8,1.0,189000
50,152.0,12134,0.6666666666666666,0.6666666666666666,1.0,0.5,8,2,1.0,0,8,7,2005,1,14,2,0.0,0.75,0.5,5,0.8,0.6,0.75,1.0,427,0,132,1,0.75,1,4,1080,672,1752,0,0,2,0,4,1,0.5,8,1.0,0,0.6922077922077988,3,1988.0,0.6666666666666666,2,492,0.6,0.6,1.0,325,12,0,0,0.7348754448398577,0,6,2010,8,1.0,164000
30,50.0,9340,1.0,1.0,1.0,1.0,7,2,1.0,2,4,6,1950,3,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,344,0,328,1,0.5,1,4,672,0,672,1,0,1,0,2,1,0.5,4,1.0,0,0.6922077922077988,2,1941.0,0.3333333333333333,1,234,0.6,0.6,0.0,0,113,0,0,0.7348754448398577,0,8,2009,8,1.0,113000
80,70.04995836802665,10246,0.6666666666666666,1.0,0.5,1.0,19,2,1.0,7,4,9,2001,1,13,2,0.0,0.5,0.75,1,0.6,0.8,0.75,1.0,648,0,0,1,1.0,1,4,960,0,960,1,1,0,0,0,1,0.5,3,1.0,0,0.6922077922077988,2,1965.0,0.3333333333333333,1,364,0.6,0.6,1.0,88,0,0,0,0.7348754448398577,0,5,2006,8,1.0,145000
85,69.0,10205,0.6666666666666666,1.0,1.0,1.0,12,2,1.0,6,5,5,1962,1,8,2,0.0,0.5,0.5,1,0.6,0.6,0.75,0.6666666666666666,784,0,141,1,0.5,1,4,999,0,999,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1962.0,0.3333333333333333,1,300,0.6,0.6,1.0,150,72,0,0,0.7348754448398577,0,5,2006,8,1.0,134500
20,99.0,7094,0.6666666666666666,1.0,1.0,1.0,19,2,1.0,2,5,5,1966,1,13,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.5,180,374,340,1,0.5,1,4,894,0,894,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,6,1966.0,0.6666666666666666,1,384,0.6,0.6,1.0,0,0,0,0,0.75,0,5,2007,8,1.0,125000
90,68.0,8930,1.0,1.0,1.0,1.0,19,5,0.9359070464767616,0,6,5,1978,1,13,2,0.0,0.5,0.5,3,0.7159522136331681,0.6022487702038073,0.4184247538677918,0.6063480908877932,0,0,0,1,0.5,1,4,1318,584,1902,0,0,2,0,4,2,0.5,8,1.0,0,0.6922077922077988,2,1978.0,0.3333333333333333,2,539,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,4,2010,8,1.0,112000
